rfr预测值,rfr真实值
14.65969498015225,14.083333333333336
22.734301287700255,20.0
20.257499980666367,10.0
21.273763460475443,21.0
17.553501055820156,11.0
36.74669533353629,25.0
23.224841668529464,25.0
38.462104067678105,20.0
38.57475427472556,75.0
36.39171575298666,21.0
20.039507023792382,20.0
15.915952848752493,18.0
16.115751524654808,12.0
25.450935563297637,50.0
43.808321928481924,46.66666666666666
15.941359756022091,25.66666666666667
36.71085591612788,50.0
25.56996973092647,15.0
24.757861828097173,13.75
13.558463381434837,12.0
18.937847144287677,23.0
24.581800449715296,18.0
20.45213288070416,13.0
20.29492777401749,20.0
19.613292761333064,11.0
41.09580552322403,53.33333333333334
24.453524882017806,50.0
15.811380414833431,12.0
39.76420370294648,27.08333333333333
18.285555253486383,13.0
26.356590101296838,17.0
13.522282895254351,15.0
20.06785740965287,40.0
15.969778960914828,22.0
21.47199809621008,19.5
15.941359756022091,17.5
16.117747175760528,14.0
34.864622678358096,20.0
21.84474987762268,40.0
20.29492777401749,18.0
16.031684797592888,20.0
38.18079266199412,13.0
16.115751524654808,12.0
37.409398691816335,56.66666666666666
17.553501055820156,30.0
16.117747175760528,13.0
15.792150606941663,12.833333333333336
16.031684797592888,15.0
34.224010082408405,50.0
14.233425721825334,23.33333333333333
21.94492591505672,20.0
16.115751524654808,12.0
16.115751524654808,10.0
17.553501055820156,16.333333333333332
34.864622678358096,27.08333333333333
21.47199809621008,32.5
19.695278149087684,10.0
16.031684797592888,18.0
24.581800449715296,13.0
34.04655859000691,35.0
30.382751544771377,30.0
23.484327561901516,20.0
14.244719110726471,10.0
22.29605049737574,7.0
26.257681642100355,21.66666666666667
18.326078025147773,16.0
24.655901683251155,29.16666666666667
16.031684797592888,21.66666666666667
21.273763460475443,20.0
16.675402167738977,13.0
21.47199809621008,17.333333333333332
21.355748848230064,13.0
31.30963897774823,20.0
15.941359756022091,20.0
18.614577810708813,20.0
35.330863847966725,32.5
21.94492591505672,16.0
44.8244943554709,21.25
13.522282895254351,10.0
24.453524882017806,15.0
15.792150606941663,13.0
17.52095115326026,14.0
17.71023175260979,18.0
24.20715253340711,26.0
20.021721575377764,16.333333333333332
26.007258881904804,20.0
19.613292761333064,12.0
21.273763460475443,15.0
22.734301287700255,18.416666666666668
22.440499544780867,17.0
20.735424290211267,10.0
21.47199809621008,17.5
22.02691130281134,40.0
32.776776438176576,62.5
24.453524882017806,18.0
24.655901683251155,21.66666666666667
21.47199809621008,25.66666666666667
32.21725803743916,25.0
40.234512615245805,45.0
33.157983632961624,17.333333333333332
34.411517183141164,50.0
12.987466335281953,15.0
20.631127616062066,21.66666666666667
16.115751524654808,13.0
44.8244943554709,53.33333333333334
20.021721575377764,12.0
38.42306227173792,30.0
39.51247980367665,66.66666666666667
20.021721575377764,16.333333333333332
15.792150606941663,15.0
29.58286785796762,75.0
29.41910489058646,10.833333333333336
30.88086246734308,24.0
20.22352910702143,12.0
50.61611121816134,27.08333333333333
21.5539834839647,19.5
24.453524882017806,28.0
21.646515241888043,21.66666666666667
48.93282976566228,55.0
22.440499544780867,23.0
17.08986751583469,20.0
20.220662382416055,15.166666666666664
34.00668745195255,35.0
30.522729042609722,15.0
29.262642978889783,38.66666666666666
16.8259786269458,26.0
33.48641507308661,24.0
41.09580552322403,32.5
20.139897326989335,22.0
16.117747175760528,21.66666666666667
38.42306227173792,20.0
33.48641507308661,24.0
13.875951182480163,16.25
47.370725955704785,70.0
36.240365103937705,20.0
23.463614990754778,20.0
22.83088462482833,28.0
25.063748071483417,33.333333333333336
16.590214780996103,15.0
16.031684797592888,18.0
20.933658925945906,15.0
43.21570429333467,37.5
22.256657942789808,20.0
18.957594109464473,15.0
16.031684797592888,13.0
19.613292761333064,9.0
42.89054632256935,66.66666666666667
23.28663384558123,18.0
24.453524882017806,10.0
34.864622678358096,18.0
15.969778960914828,14.0
21.47199809621008,28.16666666666667
21.185245170713003,13.0
20.021721575377764,12.0
33.075347551841986,40.0
25.09865721225851,53.33333333333334
18.614577810708813,25.0
28.927968535151013,23.83333333333333
23.28663384558123,15.0
22.264477347124952,4.0
38.036944982687224,53.33333333333334
26.203586518847693,14.083333333333336
20.021721575377764,20.0
38.2473489958835,23.0
17.686458327705964,20.0
15.792150606941663,25.0
19.284890283890583,37.91666666666666
42.89054632256935,60.0
16.031684797592888,13.0
22.02691130281134,43.33333333333334
19.695278149087684,13.0
29.730232528101702,10.0
16.031684797592888,15.0
20.021721575377764,15.166666666666664
18.89960020343161,25.0
22.369765586284597,9.0
38.57475427472556,53.33333333333334
19.4042461418704,16.0
15.780242401647833,13.0
21.5539834839647,15.0
20.337559633933896,27.08333333333333
26.341495210225865,40.0
16.887511121479385,43.33333333333334
25.063748071483417,8.0
24.453524882017806,53.33333333333334
20.021721575377764,15.0
14.76067779290843,6.0
24.757861828097173,80.0
22.49493200941079,35.0
36.52986180862086,62.5
15.573117116981766,13.0
20.021721575377764,13.0
42.67699365335404,40.0
19.441097469439473,27.08333333333333
15.395488763008599,11.916666666666664
11.84836707946496,11.916666666666664
14.983343732112315,10.0
20.76542696565352,13.0
24.757861828097173,30.0
14.293255436759072,12.0
15.811380414833431,15.0
24.900540992590564,35.0
38.2473489958835,30.0
29.41910489058646,50.0
44.8244943554709,53.33333333333334
20.021721575377764,23.83333333333333
24.900540992590564,33.333333333333336
12.756910779726395,12.0
40.5629440553708,50.0
15.695648465993036,13.0
23.798419254637,22.0
10.2756972497649,10.0
24.107893622127442,37.5
15.792150606941663,15.166666666666664
22.72254513259926,27.08333333333333
14.225975659349594,8.666666666666666
26.522061978072248,31.41666666666667
22.492771840812264,52.5
27.650954129283157,13.0
21.79482801107681,19.5
10.091621951085848,10.0
42.00982399544252,50.0
15.969778960914828,15.0
20.021721575377764,53.33333333333334
15.395488763008599,8.0
38.036944982687224,54.16666666666666
20.45213288070416,30.0
25.09865721225851,30.0
29.699728208083815,13.0
25.021696770802794,30.0
15.969778960914828,12.0
40.5629440553708,13.0
24.900540992590564,30.0
24.90801712909335,24.0
16.031684797592888,21.66666666666667
14.79072892966168,15.0
15.792150606941663,14.0
21.94492591505672,22.0
20.021721575377764,10.0
24.900540992590564,20.0
39.574362010408194,20.0
10.569189313256961,13.0
16.115751524654808,13.0
19.582962930997166,7.0
25.206094488244172,18.416666666666668
35.66795601169143,31.25
24.811632625641224,20.0
34.864622678358096,50.0
13.70002092401314,16.0
34.14000960112479,32.5
28.7015732933678,25.0
21.47199809621008,23.33333333333333
34.04655859000691,58.33333333333334
44.508157200754745,60.0
14.01500877329784,13.0
16.117747175760528,16.0
38.036944982687224,53.33333333333334
13.467371595092791,14.0
16.115751524654808,10.0
29.41910489058646,21.0
10.140641558928987,10.0
30.382751544771377,30.0
24.453524882017806,21.66666666666667
22.077596828200544,13.0
13.467371595092791,9.0
22.440499544780867,16.0
21.47199809621008,46.66666666666666
34.117561657995104,20.0
14.834134583031886,15.0
24.900540992590564,40.0
44.40246098426313,17.333333333333332
48.17932805339897,80.0
20.805644761740034,16.25
21.47199809621008,21.66666666666667
22.49493200941079,23.33333333333333
20.06785740965287,50.0
13.867800755400767,13.0
38.839643750306884,15.0
24.581800449715296,16.0
21.94492591505672,28.16666666666667
20.45213288070416,11.0
28.48590355111255,53.33333333333334
15.792150606941663,40.0
19.821312089741117,15.0
25.063748071483417,35.0
24.900540992590564,30.0
34.864622678358096,20.0
24.900540992590564,25.0
66.1924009434881,37.5
40.5629440553708,40.0
32.18440252834769,12.0
61.9092422597595,14.0
17.42022289837549,12.0
24.900540992590564,33.833333333333336
24.453524882017806,30.0
25.063748071483417,30.0
16.108510907912848,14.083333333333336
14.276748815226561,12.0
21.384185977751294,11.916666666666664
22.256657942789808,25.0
15.698715488987965,16.25
55.0133017129366,75.0
25.064190293967258,20.0
15.450887070401011,15.0
13.704351102961878,7.583333333333332
40.18410852810179,20.0
22.734301287700255,21.66666666666667
20.021721575377764,13.0
18.39259489299516,33.333333333333336
21.47199809621008,26.0
21.47199809621008,16.25
28.622412227554616,7.583333333333332
31.056890605871217,30.0
13.528878218137326,11.0
23.08186729634608,35.0
31.07861296593619,46.66666666666666
25.063748071483417,35.0
12.025557690184062,6.0
30.518026605061934,22.0
50.32927333309969,40.0
30.69797556258117,31.25
16.498817132043396,18.666666666666668
20.021721575377764,13.0
35.66795601169143,25.0
21.47199809621008,20.0
24.900540992590564,18.0
21.355748848230064,15.0
15.658872449496998,11.666666666666664
16.115751524654808,13.75
21.47199809621008,21.66666666666667
35.17373038255622,15.0
19.460293389439677,20.0
17.255004471000337,9.0
33.48641507308661,29.16666666666667
15.792150606941663,30.0
19.613292761333064,20.0
22.61392761902449,40.0
20.094518288380836,15.166666666666664
20.43289298032743,15.0
51.676422128161335,25.0
34.3749900301319,22.0
14.834134583031886,9.75
39.58208832608158,93.33333333333331
19.873965673725927,15.0
23.08186729634608,13.0
27.93054083189763,37.5
34.28515542551095,24.0
47.21752991097033,50.0
35.66795601169143,50.0
25.007978268576228,20.0
13.360323658516277,10.0
13.607997180968635,18.0
14.76067779290843,10.0
21.273763460475443,12.0
22.31767769646932,24.0
15.792150606941663,26.66666666666667
34.00668745195255,23.83333333333333
21.5539834839647,20.0
16.031684797592888,13.0
34.864622678358096,43.75
21.646515241888043,16.25
14.21363315051997,10.0
21.273763460475443,18.0
13.528420844494855,16.0
10.125615971489605,14.0
20.088385769365782,13.0
16.031684797592888,20.0
35.17373038255622,35.0
9.304731591703229,8.0
34.864622678358096,26.0
19.802804754554778,20.0
24.811632625641224,25.0
13.76848467341791,13.0
20.251723395067508,16.25
34.04655859000691,25.0
15.811380414833431,8.0
34.00668745195255,20.0
21.273763460475443,13.0
30.382751544771377,37.5
21.47199809621008,18.0
16.031684797592888,15.0
18.664888718729546,11.916666666666664
24.581800449715296,30.0
32.4508034036107,10.0
25.963879899180963,28.0
9.189045317193425,8.0
24.900540992590564,22.0
39.76420370294648,27.0
21.47199809621008,21.0
23.800768775688507,30.0
17.553501055820156,13.0
16.08958114985354,8.0
46.889398741751215,40.0
41.992310665048244,53.33333333333334
21.273763460475443,14.083333333333336
35.71186798956582,26.0
22.02691130281134,22.0
23.08186729634608,23.33333333333333
17.71023175260979,10.0
34.14000960112479,30.0
22.734301287700255,37.91666666666666
17.686458327705964,10.833333333333336
16.031684797592888,15.0
34.864622678358096,43.75
24.900540992590564,20.0
12.510852216020337,9.0
24.439623974003556,23.0
14.834134583031886,13.0
39.50696135325248,30.0
21.84474987762268,14.083333333333336
36.8396065870887,35.0
24.453524882017806,15.0
44.688825370676646,40.0
15.54469791208903,13.0
21.94492591505672,20.0
40.864404394516626,29.16666666666667
16.986908447135,11.916666666666664
29.41910489058646,21.66666666666667
16.250712875505442,13.0
21.798779169137365,9.0
38.7635896339526,56.25
13.472749095720552,8.0
28.545656504709893,12.0
14.983343732112315,25.0
15.41647825973623,10.0
35.909012219204115,75.0
25.063748071483417,15.0
16.115751524654808,15.0
14.928383599836694,14.083333333333336
21.94492591505672,18.0
25.09865721225851,20.0
24.811632625641224,46.66666666666666
25.063748071483417,34.666666666666664
19.241241027784344,15.0
28.545656504709893,15.0
24.90801712909335,40.0
36.06867358856265,16.25
22.49493200941079,35.0
30.680189740247865,19.5
21.273763460475443,15.0
12.70300024481657,11.916666666666664
15.811380414833431,8.666666666666666
20.021721575377764,16.25
12.443350903871117,13.0
22.734301287700255,25.0
51.52983822835442,93.33333333333331
13.207325863124987,15.0
15.941359756022091,10.833333333333336
37.355700366734865,66.66666666666667
45.46852143633085,62.5
20.220662382416055,15.0
34.3749900301319,27.0
21.47199809621008,40.0
21.5539834839647,15.0
15.941359756022091,13.0
15.941359756022091,24.91666666666667
20.021721575377764,12.0
31.15618004967948,8.0
18.044819703891815,24.0
20.021721575377764,14.0
16.031684797592888,15.0
10.286676085743734,7.0
22.440499544780867,20.0
13.704351102961878,9.75
15.792150606941663,26.0
22.734301287700255,16.25
35.22610062808144,23.33333333333333
14.254560698350877,11.0
20.36491354714356,18.0
21.273763460475443,20.0
33.48641507308661,23.0
24.24661491178335,20.0
15.792150606941663,13.0
25.09865721225851,21.66666666666667
34.88718001391894,62.5
16.6359672793412,16.25
20.394473356790364,12.0
21.355748848230064,18.0
27.44856005485816,18.0
16.108510907912848,11.0
16.38895772329453,13.0
41.793327305540515,27.08333333333333
21.47199809621008,16.25
25.582909775085835,40.0
20.021721575377764,16.0
18.326078025147773,25.0
16.502689121896537,15.0
23.587064349985596,16.25
11.84836707946496,13.0
24.800094656090227,53.33333333333334
28.545656504709893,15.0
45.69782868275423,19.5
17.553501055820156,43.33333333333334
22.16222988748779,30.0
35.268232259383005,30.0
19.305194627020075,14.0
11.97836707946496,9.0
17.379333481267032,13.0
29.262642978889783,16.25
21.47199809621008,17.0
16.031684797592888,16.0
25.09865721225851,25.0
21.94492591505672,30.0
35.17373038255622,30.33333333333333
23.40574440387683,23.0
21.47199809621008,18.0
20.95284206788252,10.833333333333336
16.38895772329453,13.0
20.60289491239237,16.25
29.730232528101702,27.0
30.777343822245484,10.0
17.370852893654906,7.0
17.939799599407554,26.0
15.792150606941663,26.66666666666667
34.864622678358096,25.0
24.05941705645415,20.0
15.792150606941663,35.0
20.220662382416055,20.0
20.021721575377764,20.0
20.06785740965287,26.66666666666667
15.915952848752493,13.0
13.58162355459501,13.0
44.10271484724332,37.91666666666666
22.16222988748779,15.0
13.728950419512707,28.0
30.205503676675963,27.0
20.220662382416055,17.5
15.792150606941663,23.33333333333333
12.876540409356027,8.0
34.864622678358096,43.33333333333334
